GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7Z001,H7Z002,H7Z003,H7Z004,H7Z005,H7Z006,H7Z007,H7Z008,H7Z009,H7Z010,H7Z011,H7Z012,H7Z013,H7Z014,H7Z015,H7Z016,H7Z017
"G0500190","2010","3","7","Arkansas","05","Clark County","019",,,,,,,,,,,,,,"11660","99999","999",,,,,,,,,,,,,,"Clark County",,22995,22069,16177,5366,84,120,5,24,293,926,341,47,14,0,0,473,51
"G0500210","2010","3","7","Arkansas","05","Clay County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,16083,15866,15577,56,40,18,1,4,170,217,105,0,2,2,0,76,32
"G0500230","2010","3","7","Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cleburne County",,25970,25453,24894,67,126,51,7,4,304,517,236,5,15,1,0,199,61
"G0500250","2010","3","7","Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,"38220","99999","340",,,,,,,,,,,,,,"Cleveland County",,8689,8544,7394,1053,23,10,1,6,57,145,58,6,0,0,0,73,8
"G0500270","2010","3","7","Arkansas","05","Columbia County","027",,,,,,,,,,,,,,"31620","99999","999",,,,,,,,,,,,,,"Columbia County",,24552,24019,14545,9006,62,171,3,23,209,533,151,53,9,6,1,266,47
"G0500290","2010","3","7","Arkansas","05","Conway County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Conway County",,21273,20516,17533,2376,147,76,4,10,370,757,384,9,5,7,0,301,51
"G0500310","2010","3","7","Arkansas","05","Craighead County","031",,,,,,,,,,,,,,"27860","99999","308",,,,,,,,,,,,,,"Craighead County",,96443,92166,76760,12564,283,1068,23,75,1393,4277,1563,76,59,7,6,2264,302
"G0500330","2010","3","7","Arkansas","05","Crawford County","033",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Crawford County",,61948,58188,53770,696,1331,874,19,38,1460,3760,1424,29,61,19,4,1910,313
"G0500350","2010","3","7","Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Crittenden County",,50902,49888,23028,25953,120,301,6,15,465,1014,418,98,15,0,2,389,92
"G0500370","2010","3","7","Arkansas","05","Cross County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cross County",,17870,17604,13343,3966,46,83,3,4,159,266,152,6,1,0,0,79,28
"G0500390","2010","3","7","Arkansas","05","Dallas County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dallas County",,8116,7928,4393,3396,32,10,1,8,88,188,83,4,0,1,0,86,14
"G0500410","2010","3","7","Arkansas","05","Desha County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Desha County",,13008,12430,6083,6176,34,43,2,6,86,578,147,40,1,0,0,358,32
"G0500430","2010","3","7","Arkansas","05","Drew County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Drew County",,18509,18055,12587,5139,42,91,3,5,188,454,152,5,1,4,2,265,25
"G0500450","2010","3","7","Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Faulkner County",,113237,108802,93326,11495,612,1266,42,109,1952,4435,2094,73,46,11,6,1888,317
"G0500470","2010","3","7","Arkansas","05","Franklin County","047",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Franklin County",,18125,17754,16997,124,183,162,24,3,261,371,224,6,6,0,0,89,46
"G0500490","2010","3","7","Arkansas","05","Fulton County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fulton County",,12245,12148,11805,39,79,28,1,5,191,97,52,1,0,0,0,30,14
"G0500510","2010","3","7","Arkansas","05","Garland County","051",,,,,,,,,,,,,,"26300","99999","999",,,,,,,,,,,,,,"Garland County",,96024,91402,80621,7552,532,689,40,63,1905,4622,2343,63,55,6,5,1841,309
"G0500530","2010","3","7","Arkansas","05","Grant County","053",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Grant County",,17853,17461,16801,385,75,47,1,3,149,392,139,5,2,1,1,204,40
"G0500550","2010","3","7","Arkansas","05","Greene County","055",,,,,,,,,,,,,,"37500","99999","308",,,,,,,,,,,,,,"Greene County",,42090,41189,40166,232,194,107,7,14,469,901,412,1,15,1,0,376,96
"G0500570","2010","3","7","Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,"26260","99999","999",,,,,,,,,,,,,,"Hempstead County",,22609,19896,12770,6623,77,82,17,20,307,2713,661,23,11,0,2,1891,125
"G0500590","2010","3","7","Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hot Spring County",,32923,32004,27703,3544,146,93,12,12,494,919,476,24,8,2,4,326,79
"G0500610","2010","3","7","Arkansas","05","Howard County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Howard County",,13789,12440,9292,2813,94,84,9,10,138,1349,602,33,2,3,1,671,37
"G0500630","2010","3","7","Arkansas","05","Independence County","063",,,,,,,,,,,,,,"12900","99999","999",,,,,,,,,,,,,,"Independence County",,36647,34508,32914,709,142,276,19,16,432,2139,774,13,37,2,21,1162,130
"G0500650","2010","3","7","Arkansas","05","Izard County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Izard County",,13696,13488,13006,175,102,39,2,3,161,208,112,0,3,2,0,74,17
"G0500670","2010","3","7","Arkansas","05","Jackson County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,17997,17561,14180,2988,86,53,16,8,230,436,183,12,5,0,0,197,39
"G0500690","2010","3","7","Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,"38220","99999","340",,,,,,,,,,,,,,"Jefferson County",,77435,76216,32050,42485,201,595,9,52,824,1219,457,154,12,6,0,477,113
"G0500710","2010","3","7","Arkansas","05","Johnson County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Johnson County",,25540,22446,21328,336,209,175,17,19,362,3094,952,28,17,0,1,1964,132
"G0500730","2010","3","7","Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lafayette County",,7645,7514,4583,2837,11,26,0,2,55,131,59,8,6,0,0,52,6
"G0500750","2010","3","7","Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lawrence County",,17415,17257,16848,134,61,22,4,1,187,158,104,3,2,0,0,31,18
"G0500770","2010","3","7","Arkansas","05","Lee County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lee County",,10424,10256,4320,5740,40,41,2,0,113,168,61,21,9,0,0,69,8
"G0500790","2010","3","7","Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,"38220","99999","340",,,,,,,,,,,,,,"Lincoln County",,14134,13682,9296,4211,35,20,1,5,114,452,111,12,3,7,0,293,26
"G0500810","2010","3","7","Arkansas","05","Little River County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Little River County",,13171,12814,9831,2508,186,39,2,13,235,357,117,11,6,0,0,194,29
"G0500830","2010","3","7","Arkansas","05","Logan County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Logan County",,22353,21843,20608,285,228,361,4,4,353,510,236,12,9,0,0,197,56
"G0500850","2010","3","7","Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Lonoke County",,68356,66110,60108,4059,329,526,22,50,1016,2246,1245,16,34,6,10,716,219
"G0500870","2010","3","7","Arkansas","05","Madison County","087",,,,,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,,,"Madison County",,15717,14958,14451,27,171,81,11,6,211,759,260,1,19,0,0,420,59
"G0500890","2010","3","7","Arkansas","05","Marion County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marion County",,16653,16366,15963,28,99,37,4,4,231,287,183,2,16,0,4,47,35
"G0500910","2010","3","7","Arkansas","05","Miller County","091",,,,,,,,,,,,,,"45500","99999","999",,,,,,,,,,,,,,"Miller County",,43462,42424,30691,10589,280,196,17,33,618,1038,443,78,13,2,0,382,120
"G0500930","2010","3","7","Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,"14180","99999","999",,,,,,,,,,,,,,"Mississippi County",,46480,44785,28106,15761,120,229,1,33,535,1695,547,56,16,4,2,910,160
"G0500950","2010","3","7","Arkansas","05","Monroe County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,8149,8017,4549,3314,29,36,0,5,84,132,35,16,0,0,0,69,12
"G0500970","2010","3","7","Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Montgomery County",,9487,9126,8806,17,75,49,2,0,177,361,152,5,4,1,0,187,12
"G0500990","2010","3","7","Arkansas","05","Nevada County","099",,,,,,,,,,,,,,"26260","99999","999",,,,,,,,,,,,,,"Nevada County",,8997,8777,5861,2758,28,23,1,0,106,220,72,6,3,0,0,123,16
"G0501010","2010","3","7","Arkansas","05","Newton County","101",,,,,,,,,,,,,,"25460","99999","999",,,,,,,,,,,,,,"Newton County",,8330,8189,7894,5,84,22,1,4,179,141,107,4,6,3,0,18,3
"G0501030","2010","3","7","Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,"15780","99999","999",,,,,,,,,,,,,,"Ouachita County",,26120,25712,14706,10434,80,95,4,20,373,408,177,34,6,0,2,142,47
"G0501050","2010","3","7","Arkansas","05","Perry County","105",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Perry County",,10445,10198,9779,196,59,17,2,3,142,247,160,0,11,0,0,48,28
"G0501070","2010","3","7","Arkansas","05","Phillips County","107",,,,,,,,,,,,,,"25760","99999","999",,,,,,,,,,,,,,"Phillips County",,21757,21470,7535,13652,39,64,1,2,177,287,83,67,12,3,0,93,29
"G0501090","2010","3","7","Arkansas","05","Pike County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pike County",,11291,10564,9963,327,63,55,1,2,153,727,200,3,7,2,0,483,32
"G0501110","2010","3","7","Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,"27860","99999","308",,,,,,,,,,,,,,"Poinsett County",,24583,24040,21881,1764,56,45,4,10,280,543,208,11,3,0,0,271,50
"G0501130","2010","3","7","Arkansas","05","Polk County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Polk County",,20662,19472,18549,54,348,88,5,8,420,1190,595,11,16,6,0,504,58
"G0501150","2010","3","7","Arkansas","05","Pope County","115",,,,,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,,,"Pope County",,61754,57586,53667,1748,397,597,18,36,1123,4168,1606,36,74,8,7,2194,243
"G0501170","2010","3","7","Arkansas","05","Prairie County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Prairie County",,8715,8634,7470,1061,26,5,0,0,72,81,59,3,0,1,0,10,8
"G0501190","2010","3","7","Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Pulaski County",,382748,360580,211697,133242,1267,7425,155,515,6279,22168,8354,616,288,80,117,11131,1582
"G0501210","2010","3","7","Arkansas","05","Randolph County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Randolph County",,17969,17686,17226,128,89,28,4,1,210,283,113,0,1,4,1,122,42
"G0501230","2010","3","7","Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,"22620","99999","999",,,,,,,,,,,,,,"St. Francis County",,28258,27109,11973,14565,127,133,9,9,293,1149,529,102,21,3,0,377,117
"G0501250","2010","3","7","Arkansas","05","Saline County","125",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Saline County",,107118,103031,95298,4945,494,920,15,82,1277,4087,1680,49,48,11,2,2043,254
"G0501270","2010","3","7","Arkansas","05","Scott County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Scott County",,11233,10451,9587,51,190,379,3,3,238,782,293,2,18,5,0,420,44
"G0501290","2010","3","7","Arkansas","05","Searcy County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Searcy County",,8195,8074,7800,3,91,11,1,1,167,121,67,9,5,0,1,25,14
"G0501310","2010","3","7","Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Sebastian County",,125744,110299,91585,7848,2186,5039,69,82,3490,15445,4759,171,180,63,40,9203,1029
"G0501330","2010","3","7","Arkansas","05","Sevier County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sevier County",,17058,11838,10416,717,324,62,2,19,298,5220,1533,17,74,1,2,3368,225
"G0501350","2010","3","7","Arkansas","05","Sharp County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sharp County",,17264,16974,16399,91,164,49,2,4,265,290,183,2,6,1,0,68,30
"G0501370","2010","3","7","Arkansas","05","Stone County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Stone County",,12394,12237,11912,11,82,45,3,3,181,157,83,0,2,0,1,52,19
"G0501390","2010","3","7","Arkansas","05","Union County","139",,,,,,,,,,,,,,"20980","99999","999",,,,,,,,,,,,,,"Union County",,41639,40179,25722,13674,127,196,11,18,431,1460,554,47,16,11,3,738,91
"G0501410","2010","3","7","Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Van Buren County",,17295,16820,16282,65,113,56,2,7,295,475,316,3,6,0,0,106,44
"G0501430","2010","3","7","Arkansas","05","Washington County","143",,,,,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,,,"Washington County",,203065,171607,150546,5828,2154,4372,4100,227,4380,31458,11707,178,239,44,28,17943,1319
"G0501450","2010","3","7","Arkansas","05","White County","145",,,,,,,,,,,,,,"42620","99999","340",,,,,,,,,,,,,,"White County",,77076,74197,69026,3033,425,411,30,43,1229,2879,1399,41,24,8,6,1216,185
"G0501470","2010","3","7","Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Woodruff County",,7260,7173,5041,1989,17,15,5,3,103,87,34,5,1,0,0,46,1
"G0501490","2010","3","7","Arkansas","05","Yell County","149",,,,,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,,,"Yell County",,22185,17955,17020,288,127,278,2,7,233,4230,2206,19,22,9,9,1810,155
"G0600010","2010","4","9","California","06","Alameda County","001",,,,,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,,,"Alameda County",,1510271,1170382,514559,184126,4189,390524,11931,4191,60862,339889,134563,6325,5610,4036,871,158349,30135
"G0600030","2010","4","9","California","06","Alpine County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alpine County",,1175,1091,852,0,210,7,0,1,21,84,29,0,30,0,0,18,7
"G0600050","2010","4","9","California","06","Amador County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Amador County",,38091,33335,30325,938,547,396,63,130,936,4756,2824,24,131,23,14,1320,420
"G0600070","2010","4","9","California","06","Butte County","007",,,,,,,,,,,,,,"17020","99999","999",,,,,,,,,,,,,,"Butte County",,220000,188884,165416,3133,3395,8921,401,318,7300,31116,14680,282,1000,136,51,11823,3144
"G0600090","2010","4","9","California","06","Calaveras County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Calaveras County",,45578,40875,38074,355,526,529,71,68,1252,4703,2448,28,163,42,8,1466,548
"G0600110","2010","4","9","California","06","Colusa County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Colusa County",,21419,9615,8524,168,296,267,59,29,272,11804,5330,27,123,14,9,5809,492
"G0600130","2010","4","9","California","06","Contra Costa County","013",,,,,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,,,"Contra Costa County",,1049025,793465,500923,93604,2984,148881,4382,3122,39569,255560,113589,3557,3138,2588,463,109569,22656
"G0600150","2010","4","9","California","06","Del Norte County","015",,,,,,,,,,,,,,"18860","99999","999",,,,,,,,,,,,,,"Del Norte County",,28610,23517,18513,967,1935,938,26,172,966,5093,2585,26,309,27,6,1808,332
"G0600170","2010","4","9","California","06","El Dorado County","017",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"El Dorado County",,181058,159183,144689,1296,1553,6143,261,318,4923,21875,12104,113,517,154,33,6960,1994
"G0600190","2010","4","9","California","06","Fresno County","019",,,,,,,,,,,,,,"23420","99999","260",,,,,,,,,,,,,,"Fresno County",,930450,462380,304522,45005,5979,86856,1066,1744,17208,468070,210623,4518,9670,2501,339,215341,25078
"G0600210","2010","4","9","California","06","Glenn County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Glenn County",,28122,17583,15717,192,477,674,22,39,462,10539,4273,39,142,48,2,5483,552
"G0600230","2010","4","9","California","06","Humboldt County","023",,,,,,,,,,,,,,"21700","99999","999",,,,,,,,,,,,,,"Humboldt County",,134623,121412,103958,1393,6961,2854,332,368,5546,13211,5962,112,765,90,20,4635,1627
"G0600250","2010","4","9","California","06","Imperial County","025",,,,,,,,,,,,,,"20940","99999","999",,,,,,,,,,,,,,"Imperial County",,174528,34257,23927,5114,1642,2201,87,189,1097,140271,78626,659,1417,642,78,52224,6625
"G0600270","2010","4","9","California","06","Inyo County","027",,,,,,,,,,,,,,"13860","99999","999",,,,,,,,,,,,,,"Inyo County",,18546,14949,12296,102,1895,229,15,21,391,3597,1445,7,226,14,1,1655,249
"G0600290","2010","4","9","California","06","Kern County","029",,,,,,,,,,,,,,"12540","99999","999",,,,,,,,,,,,,,"Kern County",,839631,426598,323794,45377,5893,33100,995,1472,15967,413033,175972,3544,6783,1746,257,202842,21889
"G0600310","2010","4","9","California","06","Kings County","031",,,,,,,,,,,,,,"25260","99999","999",,,,,,,,,,,,,,"Kings County",,152982,75116,53879,10314,1297,5339,228,803,3256,77866,29148,700,1265,281,43,42193,4236
"G0600330","2010","4","9","California","06","Lake County","033",,,,,,,,,,,,,,"17340","99999","999",,,,,,,,,,,,,,"Lake County",,64665,53577,47938,1186,1530,695,97,107,2024,11088,4095,46,519,29,11,5348,1040
"G0600350","2010","4","9","California","06","Lassen County","035",,,,,,,,,,,,,,"45000","99999","999",,,,,,,,,,,,,,"Lassen County",,34895,28778,23270,2790,999,337,163,363,856,6117,2262,44,235,19,2,3199,356
"G0600370","2010","4","9","California","06","Los Angeles County","037",,,,,,,,,,,,,,"31100","31084","348",,,,,,,,,,,,,,"Los Angeles County",,9818605,5130716,2728321,815086,18886,1325671,22464,25367,194921,4687889,2208278,41788,53942,21194,3630,2115265,243792
"G0600390","2010","4","9","California","06","Madera County","039",,,,,,,,,,,,,,"31460","99999","260",,,,,,,,,,,,,,"Madera County",,150865,69873,57380,5009,1790,2533,107,649,2405,80992,37076,620,2346,269,55,36731,3895
"G0600410","2010","4","9","California","06","Marin County","041",,,,,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,,,"Marin County",,252409,213340,183830,6621,531,13577,436,1034,7311,39069,18133,366,992,184,73,15939,3382
"G0600430","2010","4","9","California","06","Mariposa County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mariposa County",,18251,16575,15192,129,459,201,26,22,546,1676,911,9,68,3,0,486,199
"G0600450","2010","4","9","California","06","Mendocino County","045",,,,,,,,,,,,,,"46380","99999","999",,,,,,,,,,,,,,"Mendocino County",,87841,68336,60249,544,3486,1402,92,131,2432,19505,6969,78,791,48,27,10054,1538
"G0600470","2010","4","9","California","06","Merced County","047",,,,,,,,,,,,,,"32900","99999","999",,,,,,,,,,,,,,"Merced County",,255793,115308,81599,8785,1126,18183,476,439,4700,140485,66782,1141,2347,653,107,62226,7229
"G0600490","2010","4","9","California","06","Modoc County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Modoc County",,9686,8344,7649,77,293,70,21,14,220,1342,435,5,77,8,0,666,151
"G0600510","2010","4","9","California","06","Mono County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mono County",,14202,10440,9687,42,239,191,11,33,237,3762,2010,5,63,1,0,1506,177
"G0600530","2010","4","9","California","06","Monterey County","053",,,,,,,,,,,,,,"41500","99999","999",,,,,,,,,,,,,,"Monterey County",,415057,185054,136435,11300,1361,23777,1868,741,9572,230003,94282,1485,4103,1481,203,116664,11785
"G0600550","2010","4","9","California","06","Napa County","055",,,,,,,,,,,,,,"34900","99999","488",,,,,,,,,,,,,,"Napa County",,136484,92474,76967,2440,544,8986,313,221,3003,44010,20558,228,514,237,59,19837,2577
"G0600570","2010","4","9","California","06","Nevada County","057",,,,,,,,,,,,,,"46020","99999","472",,,,,,,,,,,,,,"Nevada County",,98764,90325,85477,341,793,1124,96,122,2372,8439,4756,48,251,63,14,2556,751
"G0600590","2010","4","9","California","06","Orange County","059",,,,,,,,,,,,,,"31100","42044","348",,,,,,,,,,,,,,"Orange County",,3010232,1997259,1328499,44000,6216,532477,8357,5593,72117,1012973,502259,6744,11916,5327,997,430048,55682
"G0600610","2010","4","9","California","06","Placer County","061",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Placer County",,348432,303722,265294,4427,2080,19963,697,603,10658,44710,25683,324,931,472,81,12772,4447
"G0600630","2010","4","9","California","06","Plumas County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Plumas County",,20007,18402,17015,181,460,127,18,18,583,1605,782,11,79,7,0,585,141
"G0600650","2010","4","9","California","06","Riverside County","065",,,,,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,,,"Riverside County",,2189641,1194384,869068,130823,10931,125921,5849,3682,48110,995257,466079,9720,12779,4547,1025,444553,56554
"G0600670","2010","4","9","California","06","Sacramento County","067",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Sacramento County",,1418788,1112592,687166,139949,7875,198944,13099,3418,62141,306196,127985,7109,6433,4267,759,128273,31370
"G0600690","2010","4","9","California","06","San Benito County","069",,,,,,,,,,,,,,"41940","99999","488",,,,,,,,,,,,,,"San Benito County",,55269,24083,21154,355,231,1298,65,67,913,31186,14027,128,664,145,29,14404,1789
"G0600710","2010","4","9","California","06","San Bernardino County","071",,,,,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,,,"San Bernardino County",,2035210,1034065,677598,170700,8523,123978,5845,4055,43366,1001145,475563,11162,14166,4625,1025,435606,58998
